,slot,flight,eta,fpfs,time,priority,margins,airline,cost,num,type,new slot,new arrival,eta slot,instance
2918,18,FD18,18,36,36,0.03435757790199501,42,D,1.4634924710513908,18,B735,18,36,9,145
2919,19,FC16,16,38,32,0.05845282663338103,45,C,1.4872682780725415,16,B735,19,38,8,145
2920,0,FD0,0,0,0,0.21792018977260408,23,D,1.2764416628806814,0,AT72,0,0,0,146
2921,1,FC1,1,2,2,0.5737014872429385,20,C,0.6935583027659211,1,E190,1,2,1,146
2922,2,FA3,3,4,6,0.09022292913083041,36,A,1.4540292525963423,3,B763,2,4,2,146
2923,3,FA2,2,6,4,0.012245885689067926,30,A,1.5786541808625363,2,A320,3,6,1,146
2924,4,FB5,5,8,10,0.08885955179000515,25,B,1.4835002307629415,5,E190,4,8,3,146
2925,5,FB10,10,10,20,0.49913419262607417,53,B,0.8154994570598135,10,A332,5,10,5,146
2926,6,FC12,12,12,24,0.5374915611448723,55,C,0.7524693571945017,12,B733,6,12,6,146
2927,7,FA13,13,14,26,0.07318597335570509,45,A,1.4812581560996543,13,B763,7,14,7,146
2928,8,FD9,9,16,18,0.0,42,D,1.6321117693979925,9,A321,8,16,5,146
2929,9,FD16,16,18,32,0.682679426262232,34,D,0.5179026430695348,16,B734,9,18,8,146
2930,10,FB17,17,20,34,0.6231276745038516,50,B,0.6136158074642365,17,B738,10,20,9,146
2931,11,FC18,18,22,36,0.5836342230417022,41,C,0.6773984261154983,18,B735,11,22,9,146
2932,12,FC11,11,24,22,0.0,39,C,1.6269310870459577,11,DH8D,12,24,6,146
2933,13,FA7,7,26,14,0.05561541386085267,30,A,1.5093398788733354,7,B734,13,26,4,146
2934,14,FA14,14,28,28,0.0,58,A,1.5982258721987936,14,B735,14,28,7,146
2935,15,FB4,4,30,8,0.042688407013397156,29,B,1.558675143769219,4,E190,15,30,2,146
2936,16,FD8,8,32,16,0.5501742478941296,42,D,0.7341659041902949,8,E190,16,32,4,146
2937,17,FB15,15,34,30,0.0,37,B,1.6281795344256653,15,AT43,17,34,8,146
2938,18,FC6,6,36,12,0.55944934545336,25,C,0.7167455553003732,6,AT72,18,36,3,146
2939,19,FD19,19,38,38,0.06542809344178058,63,D,1.5253258080423908,19,AT72,19,38,10,146
2940,0,FB0,0,0,0,0.6756840422418475,26,B,0.5268491465320927,0,B738,0,0,0,147
2941,1,FD1,1,2,2,0.09141208829548186,31,D,1.4232623474935349,1,B763,1,2,1,147
2942,2,FD2,2,4,4,0.14286428838925747,18,D,1.3426647760909018,2,A320,2,4,1,147
2943,3,FB3,3,6,6,0.04485252492526359,26,B,1.5516308094548534,3,A319,3,6,2,147
2944,4,FA4,4,8,8,0.0,29,A,1.7224568205061812,4,DH8D,4,8,2,147
2945,5,FD6,6,10,12,0.4440655444653461,32,D,0.8708464729102748,6,B744,5,10,3,147
2946,6,FD5,5,12,10,0.0,35,D,1.5664552974554586,5,A320,6,12,3,147
2947,7,FC12,12,14,24,0.4937172734101347,51,C,0.7608966093738757,12,B738,7,14,6,147
2948,8,FB9,9,16,18,0.0,29,B,1.6244934420555786,9,A321,8,16,5,147
2949,9,FB13,13,18,26,0.6573147063232845,57,B,0.5566900122667144,13,B734,9,18,7,147
2950,10,FA10,10,20,20,0.6092638630893606,50,A,0.6730261240399678,10,A332,10,20,5,147
2951,11,FA15,15,22,30,0.09562144753287649,37,A,1.5577530060165041,15,A321,11,22,8,147
2952,12,FC18,18,24,36,0.4207152914355271,52,C,0.870611908049372,18,A332,12,24,9,147
2953,13,FB8,8,26,16,0.23704977838184538,52,B,1.2394076316335425,8,AT43,13,26,4,147
2954,14,FD14,14,28,28,0.5325418550323385,48,D,0.7322522875232951,14,AT72,14,28,7,147
2955,15,FA11,11,30,22,0.6209394491653918,31,A,0.6529154311699009,11,B735,15,30,6,147
2956,16,FC17,17,32,34,0.0,36,C,1.5029084924524212,17,B733,16,32,9,147
2957,17,FC7,7,34,14,0.6735066947705999,43,C,0.490689561158126,7,B733,17,34,4,147
2958,18,FC16,16,36,32,0.5956841660249796,53,C,0.6076497005140413,16,AT72,18,36,8,147
2959,19,FA19,19,38,38,0.08458070001537887,40,A,1.5767702168815045,19,E190,19,38,10,147
2960,0,FC0,0,0,0,0.5509695739769112,26,C,0.6829475812757942,0,B734,0,0,0,148
2961,1,FD1,1,2,2,0.5176891851745364,41,D,0.7272328145660649,1,AT72,1,2,1,148
2962,2,FA4,4,4,8,0.5457067433458164,30,A,0.6109431006496839,4,DH8D,2,4,2,148
2963,3,FB3,3,6,6,0.6206313835548711,31,B,0.5891655587645668,3,B738,3,6,2,148
2964,4,FA8,8,8,16,0.5966738671961963,41,A,0.5424014434266043,8,A319,4,8,4,148
2965,5,FC5,5,10,10,0.5192139698629032,46,C,0.7312458964115667,5,B744,5,10,3,148
2966,6,FC6,6,12,12,0.5254111861166357,38,C,0.7218203127409581,6,A319,6,12,3,148
2967,7,FD9,9,14,18,0.056898661551946006,39,D,1.4220171302374696,9,B752,7,14,5,148
2968,8,FA11,11,16,22,0.0,43,A,1.3448209756605414,11,B752,8,16,6,148
2969,9,FD7,7,18,14,0.07594620536718288,40,D,1.393297063273311,7,A321,9,18,4,148
2970,10,FB10,10,20,20,0.14618239939480737,36,B,1.3259924567754504,10,B744,10,20,5,148
2971,11,FA15,15,22,30,0.461806083766476,37,A,0.7237744675237354,15,B735,11,22,8,148
2972,12,FB14,14,24,28,0.0,29,B,1.5530160725611377,14,A321,12,24,7,148
2973,13,FC13,13,26,26,0.05288134907588693,41,C,1.4405090487043222,13,B763,13,26,7,148
2974,14,FB12,12,28,24,0.5947093534045087,33,B,0.6294228882214938,12,B738,14,28,6,148
2975,15,FA2,2,30,4,0.47112139982154533,30,A,0.7112470350979707,2,AT43,15,30,1,148
2976,16,FD16,16,32,32,0.0,53,D,1.5078094710134846,16,A320,16,32,8,148
2977,17,FD17,17,34,34,0.051250721446517544,46,D,1.4305331478201515,17,B735,17,34,9,148
2978,18,FC18,18,36,36,0.0,44,C,1.520938318867233,18,B734,18,36,9,148
2979,19,FB19,19,38,38,0.06388865948872724,38,B,1.4537959575207586,19,B734,19,38,10,148
2980,0,FD0,0,0,0,0.11195868601023595,38,D,1.5630083472040472,0,B744,0,0,0,149
2981,1,FB1,1,2,2,0.45908196587858685,27,B,0.7836306141170859,1,DH8D,1,2,1,149
2982,2,FC2,2,4,4,0.49733563328141106,23,C,0.7527135099007461,2,B752,2,4,1,149
2983,3,FB6,6,6,12,0.5382687447524914,22,B,0.6689123384365538,6,B744,3,6,3,149
2984,4,FD7,7,8,14,0.0,36,D,1.7600626486416635,7,B744,4,8,4,149
2985,5,FC5,5,10,10,0.0,37,C,1.497447521125253,5,B735,5,10,3,149
2986,6,FB3,3,12,6,0.43039754232060534,21,B,0.8251858794815428,3,B763,6,12,2,149
2987,7,FD4,4,14,8,0.5089870595197951,45,D,0.864213536538921,4,B752,7,14,2,149
2988,8,FD9,9,16,18,0.11294025855389622,40,D,1.5612807180330186,9,A320,8,16,5,149
2989,9,FD8,8,18,16,0.14901446229834414,48,D,1.4977878594429266,8,A319,9,18,4,149
2990,10,FA13,13,20,26,0.04361850057362959,41,A,1.5553634806875372,13,B763,10,20,7,149
2991,11,FC12,12,22,24,0.5013497991631758,38,C,0.7467025071517119,12,B752,11,22,6,149
2992,12,FC11,11,24,22,0.5058339181317897,55,C,0.7399877743177304,11,B733,12,24,6,149
2993,13,FA17,17,26,34,0.6073187124286316,49,A,0.6386176798737715,17,A320,13,26,9,149
2994,14,FC14,14,28,28,0.5437166766128113,47,C,0.6832603315369379,14,E190,14,28,7,149
2995,15,FA10,10,30,20,0.1714960204509126,38,A,1.3473962369283086,10,A320,15,30,5,149
2996,16,FB16,16,32,32,0.0,52,B,1.4487049140262054,16,A332,16,32,8,149
2997,17,FA18,18,34,36,0.6023685299374872,45,A,0.6466681629436372,18,AT72,17,34,9,149
2998,18,FA15,15,36,30,0.0,31,A,1.62630025948895,15,AT72,18,36,8,149
2999,19,FB19,19,38,38,0.5170129138641133,47,B,0.6997057650962571,19,B752,19,38,10,149
3000,0,FB0,0,0,0,0.0,38,B,1.5968699655376397,0,DH8D,0,0,0,150
3001,1,FC1,1,2,2,0.45014878495887256,34,C,0.818960063950348,1,B735,1,2,1,150
3002,2,FD4,4,4,8,0.5764988989718769,35,D,0.6488900495780302,4,A319,2,4,2,150
3003,3,FB3,3,6,6,0.051251889734797995,32,B,1.5150273621430939,3,E190,3,6,2,150
3004,4,FD6,6,8,12,0.539658709451796,39,D,0.7053367325880985,6,B733,4,8,3,150
3005,5,FB7,7,10,14,0.10592168114700606,38,B,1.4277268142147312,7,A319,5,10,4,150
3006,6,FD9,9,12,18,0.008616787922908209,33,D,1.5190012495216914,9,B744,6,12,5,150
3007,7,FB5,5,14,10,0.5659228449727027,35,B,0.6931647715891168,5,AT72,7,14,3,150
3008,8,FD8,8,16,16,0.5233823390508117,44,D,0.730275451214343,8,AT43,8,16,4,150
3009,9,FD2,2,18,4,0.0,21,D,1.5322039258050004,2,AT43,9,18,1,150
3010,10,FA12,12,20,24,0.08178905011941728,36,A,1.3940324429601287,12,A321,10,20,6,150
3011,11,FB11,11,22,22,0.018086534297472978,49,B,1.5679881221373386,11,AT43,11,22,6,150
3012,12,FA17,17,24,34,0.0,49,A,1.5182049867096756,17,A320,12,24,9,150
3013,13,FC19,19,26,38,0.5563045099851086,35,C,0.6608494751619262,19,B763,13,26,10,150
3014,14,FC15,15,28,30,0.5078372841414137,33,C,0.7330375894929628,15,B752,14,28,8,150
3015,15,FC13,13,30,26,0.0,55,C,1.4894212134988043,13,B735,15,30,7,150
3016,16,FA16,16,32,32,0.5275561072823118,32,A,0.7172666738645251,16,B735,16,32,8,150
3017,17,FA18,18,34,36,0.4391243019110347,38,A,0.8515242817629376,18,AT72,17,34,9,150
3018,18,FA10,10,36,20,0.6273034147377412,25,A,0.565829814274829,10,AT72,18,36,5,150
3019,19,FC14,14,38,28,0.5821671102206427,51,C,0.6223291697348824,14,DH8D,19,38,7,150
3020,0,FB0,0,0,0,0.0,15,B,1.4627205074246648,0,AT72,0,0,0,151
3021,1,FD1,1,2,2,0.48822569210950195,23,D,0.7799357600051307,1,DH8D,1,2,1,151
3022,2,FA3,3,4,6,0.0,43,A,1.708673840315093,3,B744,2,4,2,151
3023,3,FA2,2,6,4,0.14027783930656745,29,A,1.4689847659160369,2,AT72,3,6,1,151
3024,4,FD4,4,8,8,0.0,34,D,1.5239838107934287,4,E190,4,8,2,151
3025,5,FB5,5,10,10,0.5579320204674804,20,B,0.6466218993380034,5,B733,5,10,3,151
3026,6,FB6,6,12,12,0.5120910940147009,27,B,0.7136743625398297,6,B735,6,12,3,151
3027,7,FC10,10,14,20,0.08563651035174058,54,C,1.4321427185645246,10,B734,7,14,5,151
3028,8,FA8,8,16,16,0.5579512746336077,28,A,0.7553170931781854,8,B752,8,16,4,151
3029,9,FC18,18,18,36,0.5772191497115745,53,C,0.6621901717904398,18,B752,9,18,9,151
3030,10,FC7,7,20,14,0.5260952137196118,36,C,0.7422642052619793,7,A319,10,20,4,151
3031,11,FD14,14,22,28,0.14019791372566692,30,D,1.3103244599684984,14,B738,11,22,7,151
3032,12,FA12,12,24,24,0.0672310728339307,32,A,1.593797864907437,12,A320,12,24,6,151
3033,13,FB13,13,26,26,0.5326372344884707,57,B,0.6836211015204189,13,A321,13,26,7,151
3034,14,FD11,11,28,22,0.48089499060354324,49,D,0.7911076304219709,11,A320,14,28,6,151
3035,15,FC15,15,30,30,0.0,54,C,1.5662728606054102,15,B735,15,30,8,151
3036,16,FB16,16,32,32,0.5493724440304049,31,B,0.6591421673273827,16,E190,16,32,8,151
3037,17,FD17,17,34,34,0.5840610333518899,35,D,0.6338842514498678,17,A319,17,34,9,151
3038,18,FC9,9,36,18,0.5851889995338814,25,C,0.6497072123106598,9,B735,18,36,5,151
3039,19,FA19,19,38,38,0.07317614781585835,59,A,1.5836396708071054,19,AT72,19,38,10,151
3040,0,FB0,0,0,0,0.024082878492520887,17,B,1.4757574146054178,0,B735,0,0,0,152
3041,1,FC1,1,2,2,0.09637007058174896,19,C,1.4589207707942295,1,E190,1,2,1,152
3042,2,FD3,3,4,6,0.08903214920717495,26,D,1.4613746741144977,3,E190,2,4,2,152
3043,3,FD2,2,6,4,0.06324986345766037,20,D,1.5027346182687646,2,DH8D,3,6,1,152
3044,4,FA4,4,8,8,0.1939115934176907,46,A,0.5629244766833342,4,B738,4,8,2,152
3045,5,FC5,5,10,10,0.4120208917134863,30,C,0.9492989396937284,5,B752,5,10,3,152
3046,6,FA10,10,12,20,0.26586065944603954,29,A,0.5126795035375415,10,B744,6,12,5,152
3047,7,FD11,11,14,22,0.1580926610489416,35,D,1.3505877973887082,11,B738,7,14,6,152
3048,8,FC8,8,16,16,0.0028592327514064264,32,C,1.6098950791517301,8,B738,8,16,4,152
3049,9,FB12,12,18,24,0.5870364928727794,33,B,0.6244730665889672,12,A332,9,18,6,152
3050,10,FA19,19,20,38,0.06261667893000411,39,A,0.6546130810915373,19,B744,10,20,10,152
3051,11,FD13,13,22,26,0.5794107136696418,41,D,0.674709355233722,13,A320,11,22,7,152
3052,12,FB14,14,24,28,0.07935328297238442,56,B,1.3921788940304265,14,A321,12,24,7,152
3053,13,FD7,7,26,14,0.0,32,D,1.604200052551413,7,B733,13,26,4,152
3054,14,FB9,9,28,18,0.0,32,B,1.5121749399435125,9,B738,14,28,5,152
3055,15,FC15,15,30,30,0.10683998111969073,51,C,1.4420169814719852,15,E190,15,30,8,152
3056,16,FC16,16,32,32,0.0,57,C,1.6145113428607547,16,AT43,16,32,8,152
3057,17,FB17,17,34,34,0.3095063138944114,37,B,1.044147248318093,17,E190,17,34,9,152
3058,18,FA18,18,36,36,0.13647256623125192,60,A,0.6030364967249279,18,B738,18,36,9,152
3059,19,FA6,6,38,12,0.0,39,A,0.6983408669404481,6,A320,19,38,3,152
3060,0,FB0,0,0,0,0.0,41,B,1.5062019489719267,0,A320,0,0,0,153
3061,1,FC1,1,2,2,0.018117476843948488,44,C,1.4420737152586984,1,B735,1,2,1,153
3062,2,FD2,2,4,4,0.059802020030987446,38,D,0.7767259207337129,2,A320,2,4,1,153
3063,3,FA3,3,6,6,0.06627381146720102,40,A,1.5214160383504396,3,B735,3,6,2,153
3064,4,FB4,4,8,8,0.5416865361176206,47,B,0.6903126325397145,4,B738,4,8,2,153
3065,5,FD5,5,10,10,0.17476357546676213,34,D,0.6817527109446695,5,B744,5,10,3,153
3066,6,FB11,11,12,22,0.5296756212911657,43,B,0.7084034958602567,11,B752,6,12,6,153
3067,7,FB6,6,14,12,0.48300848343775094,44,B,0.7786936298480116,6,B735,7,14,3,153
3068,8,FD10,10,16,20,0.1274480311151277,51,D,0.720841509830146,10,A332,8,16,5,153
3069,9,FC14,14,18,28,0.5260854716292132,40,C,0.6960299919037441,14,B763,9,18,7,153
3070,10,FD8,8,20,16,0.038790953053156385,25,D,0.7940837971508601,8,B735,10,20,4,153
3071,11,FB7,7,22,14,0.47479436956179,49,B,0.7910657441770613,7,E190,11,22,4,153
3072,12,FA12,12,24,24,0.09482186277152405,48,A,1.4748997644668753,12,B763,12,24,6,153
3073,13,FC19,19,26,38,0.43669758153544613,58,C,0.8273124251141049,19,B744,13,26,10,153
3074,14,FC13,13,28,26,0.5262219273917131,28,C,0.6958295817082716,13,A320,14,28,7,153
3075,15,FD15,15,30,30,0.0,40,D,0.8261301739441225,15,AT43,15,30,8,153
3076,16,FA18,18,32,36,0.1356737712164957,51,A,1.4083355516722584,18,B735,16,32,9,153
3077,17,FA16,16,34,32,0.0,60,A,1.6294027703572296,16,E190,17,34,8,153
3078,18,FA17,17,36,34,0.6042669964376887,44,A,0.6448084523262175,17,DH8D,18,36,9,153
3079,19,FC9,9,38,18,0.0,32,C,1.4686825371160093,9,A319,19,38,5,153
3080,0,FA0,0,0,0,0.6494534225600463,18,A,0.6059542063815855,0,A332,0,0,0,154
3081,1,FC1,1,2,2,0.11009172391946109,25,C,1.4333191707668025,1,B734,1,2,1,154
3082,2,FD2,2,4,4,0.5168412763655692,18,D,0.697740774009566,2,A320,2,4,1,154
3083,3,FB3,3,6,6,0.5818289887793577,39,B,0.6596046043011909,3,AT43,3,6,2,154
3084,4,FA4,4,8,8,0.5640791104192232,44,A,0.7535320944228051,4,A332,4,8,2,154
3085,5,FD5,5,10,10,0.5279488681319005,27,D,0.6817000418499077,5,B735,5,10,3,154
3086,6,FA6,6,12,12,0.5727334189975195,24,A,0.7385722716094126,6,B733,6,12,3,154
3087,7,FB12,12,14,24,0.5454817503868312,52,B,0.7169371432721756,12,A332,7,14,6,154
3088,8,FA8,8,16,16,0.0,24,A,1.7285982673311977,8,DH8D,8,16,4,154
3089,9,FC17,17,18,34,0.6541650823220063,40,C,0.5570145044741285,17,B752,9,18,9,154
3090,10,FB7,7,20,14,0.2557747353192087,34,B,1.173908276874096,7,A319,10,20,4,154
3091,11,FC16,16,22,32,0.0,34,C,1.6106369715760274,16,B738,11,22,8,154
3092,12,FB13,13,24,26,0.5755676959444678,52,B,0.669480892881588,13,AT43,12,24,7,154
3093,13,FB10,10,26,20,0.0,50,B,1.5773561213050216,10,AT43,13,26,5,154
3094,14,FD14,14,28,28,0.0588291714400655,43,D,1.3591667298374244,14,B733,14,28,7,154
3095,15,FA15,15,30,30,0.5434507782408702,37,A,0.7891901936842386,15,AT72,15,30,8,154
3096,16,FC11,11,32,22,0.11086290810467259,39,C,1.432077073006206,11,A320,16,32,6,154
3097,17,FC9,9,34,18,0.5208867254249536,24,C,0.7716775536034264,9,B733,17,34,5,154
3098,18,FD19,19,36,38,0.05842807799494265,60,D,1.359745958230001,19,DH8D,18,36,10,154
3099,19,FD18,18,38,36,0.0,47,D,1.4441233074733697,18,AT72,19,38,9,154
3100,0,FA0,0,0,0,0.5005496850565465,30,A,0.7768108020407398,0,B763,0,0,0,155
3101,1,FC1,1,2,2,0.5952459951737952,24,C,0.6189495486678179,1,B744,1,2,1,155
3102,2,FB2,2,4,4,0.5742650743060806,27,B,0.6698805528782155,2,B763,2,4,1,155
3103,3,FA3,3,6,6,0.0,36,A,1.5553314890364789,3,A332,3,6,2,155
3104,4,FB6,6,8,12,0.0,38,B,1.5734686361151955,6,B733,4,8,3,155
3105,5,FD8,8,10,16,0.43515116560868683,35,D,0.896748680650378,8,A319,5,10,4,155
3106,6,FB7,7,12,14,0.5210702254293964,38,B,0.7535809791885656,7,DH8D,6,12,4,155
3107,7,FB4,4,14,8,0.5744995877763799,34,B,0.669511553287953,4,AT72,7,14,2,155
3108,8,FD11,11,16,22,0.47142258027171213,37,D,0.8391645249187982,11,A319,8,16,6,155
3109,9,FC18,18,18,36,0.5976912255082727,41,C,0.6152103041047812,18,B744,9,18,9,155
3110,10,FC10,10,20,20,0.0,50,C,1.5291993193089848,10,B744,10,20,5,155
3111,11,FD13,13,22,26,0.600953619667919,49,D,0.6335222687796094,13,E190,11,22,7,155
3112,12,FA15,15,24,30,0.06027920881467552,54,A,1.4615773374328087,15,A321,12,24,8,155
3113,13,FD5,5,26,10,0.6438113441407916,26,D,0.5654817497296918,5,DH8D,13,26,3,155
3114,14,FC9,9,28,18,0.04975895706851141,31,C,1.4531079560302922,9,AT72,14,28,5,155
3115,15,FA12,12,30,24,0.06411573276620419,42,A,1.4556102709225536,12,B734,15,30,6,155
3116,16,FB16,16,32,32,0.0944742188742802,54,B,1.4248164157950334,16,A320,16,32,8,155
3117,17,FA17,17,34,34,0.6260988335081308,51,A,0.5815402580322754,17,B734,17,34,9,155
3118,18,FC14,14,36,28,0.5941298608624415,44,C,0.6206563404969976,14,AT72,18,36,7,155
3119,19,FD19,19,38,38,0.0,45,D,1.5875905659196827,19,AT72,19,38,10,155
3120,0,FA0,0,0,0,0.005372825053185815,44,A,1.5193780810407296,0,B752,0,0,0,156
3121,1,FB1,1,2,2,0.45946698517091633,28,B,0.8348493611691081,1,B752,1,2,1,156
3122,2,FC3,3,4,6,0.03017649953792878,36,C,1.4865576920960988,3,B738,2,4,2,156
3123,3,FC2,2,6,4,0.047526628752956324,25,C,1.4599631952302548,2,B734,3,6,1,156
3124,4,FB8,8,8,16,0.013105104842100257,45,B,1.5242520811132065,8,A320,4,8,4,156
3125,5,FA5,5,10,10,0.0,46,A,1.527585530851774,5,B763,5,10,3,156
3126,6,FD11,11,12,22,0.031115243007949767,49,D,1.491822174096987,11,B735,6,12,6,156
3127,7,FC9,9,14,18,0.49162053278987694,47,C,0.7792504585884501,9,A332,7,14,5,156
3128,8,FB16,16,16,32,0.0,39,B,1.5444928214663949,16,B763,8,16,8,156
3129,9,FC18,18,18,36,0.0,47,C,1.5328126111481422,18,B733,9,18,9,156
3130,10,FB10,10,20,20,0.5777154309871418,41,B,0.6522154854563899,10,E190,10,20,5,156
3131,11,FD14,14,22,28,0.0,52,D,1.5397312872672508,14,A332,11,22,7,156
3132,12,FD13,13,24,26,0.5582877545487355,34,D,0.6801181642903835,13,B738,12,24,7,156
3133,13,FD6,6,26,12,0.4237177454174341,35,D,0.8873198176776877,6,DH8D,13,26,3,156
3134,14,FD12,12,28,24,0.004735526219419084,49,D,1.532439849385537,12,AT72,14,28,6,156
3135,15,FA15,15,30,30,0.5814497842828197,40,A,0.6393712534644533,15,B744,15,30,8,156
3136,16,FB4,4,32,8,0.49741314833275985,31,B,0.7762417845634482,4,AT72,16,32,2,156
3137,17,FA17,17,34,34,0.11948589786277286,42,A,1.3450606021357694,17,B733,17,34,9,156
3138,18,FC7,7,36,14,0.031909650706087866,23,C,1.4839010961285184,7,DH8D,18,36,4,156
3139,19,FA19,19,38,38,0.6857508627484281,54,A,0.48004243514815437,19,DH8D,19,38,10,156
3140,0,FB0,0,0,0,0.5426507823361983,20,B,0.7133332930735693,0,B735,0,0,0,157
3141,1,FD1,1,2,2,0.018407775612987676,35,D,1.5420461086596584,1,B738,1,2,1,157
3142,2,FA2,2,4,4,0.5403818248506329,17,A,0.6818033037852422,2,B738,2,4,1,157
3143,3,FB3,3,6,6,0.06604357562748953,28,B,1.4567035124450574,3,B752,3,6,2,157
3144,4,FC4,4,8,8,0.0,29,C,1.5721517412765424,4,B735,4,8,2,157
3145,5,FA5,5,10,10,0.0149493901301333,35,A,1.46123629681677,5,B744,5,10,3,157
3146,6,FD10,10,12,20,0.5269481325954559,42,D,0.7431474834480296,10,A321,6,12,5,157
3147,7,FC7,7,14,14,0.5734044835737625,26,C,0.6706728839702751,7,AT72,7,14,4,157
3148,8,FB11,11,16,22,0.0,29,B,1.5597125031007315,11,A321,8,16,6,157
3149,9,FA9,9,18,18,0.0,32,A,1.4834124076221946,9,B733,9,18,5,157
3150,10,FD6,6,20,12,0.0,28,D,1.570964062620443,6,A320,10,20,3,157
3151,11,FB8,8,22,16,0.02890164154386554,44,B,1.514634251424629,8,B738,11,22,4,157
3152,12,FD12,12,24,24,0.6166610612905072,40,D,0.6022116965156737,12,B735,12,24,6,157
3153,13,FD13,13,26,26,0.5433373725522539,30,D,0.7174005764622372,13,DH8D,13,26,7,157
3154,14,FA16,16,28,32,0.06611168149410274,34,A,1.385341519005076,16,AT72,14,28,8,157
3155,15,FC18,18,30,36,0.0807902579958586,35,C,1.4451371964901722,18,B738,15,30,9,157
3156,16,FA14,14,32,28,0.013488562746005295,38,A,1.46340330628378,14,AT72,16,32,7,157
3157,17,FC17,17,34,34,0.5271673534428566,58,C,0.743364668617209,17,A319,17,34,9,157
3158,18,FC15,15,36,30,0.6719561536393563,34,C,0.5157347042709404,15,DH8D,18,36,8,157
3159,19,FB19,19,38,38,0.003154093570604588,47,B,1.55479302392271,19,A319,19,38,10,157
3160,0,FC0,0,0,0,0.5692302245729357,25,C,0.6670983029651695,0,E190,0,0,0,158
3161,1,FA1,1,2,2,0.0,18,A,1.5251331446133354,1,B734,1,2,1,158
3162,2,FD2,2,4,4,0.045042862666266115,24,D,1.5214796891379647,2,B763,2,4,1,158
3163,3,FD6,6,6,12,0.042810864905255985,36,D,1.5250358060848048,6,E190,3,6,3,158
3164,4,FB4,4,8,8,0.4931330964955746,25,B,0.7734154551507771,4,B744,4,8,2,158
3165,5,FB5,5,10,10,0.6156816909525646,27,B,0.5864216382242129,5,A321,5,10,3,158
3166,6,FD3,3,12,6,0.024339708238130475,46,D,1.554464864840659,3,DH8D,6,12,2,158
3167,7,FA12,12,14,24,0.5806389255253988,54,A,0.6395814742418758,12,B733,7,14,6,158
3168,8,FD14,14,16,28,0.0,29,D,1.5932439579288105,14,E190,8,16,7,158
3169,9,FC15,15,18,30,0.0,46,C,1.5486191024052456,15,B763,9,18,8,158
3170,10,FC9,9,20,18,0.5414059444925534,50,C,0.7101875146083233,9,B734,10,20,5,158
3171,11,FB19,19,22,38,0.0,50,B,1.525874839733,19,A321,11,22,10,158
3172,12,FA17,17,24,34,0.5995069351214088,56,A,0.6108052474341182,17,B733,12,24,9,158
3173,13,FA13,13,26,26,0.5677753888879943,43,A,0.6592000803245293,13,B735,13,26,7,158
3174,14,FD8,8,28,16,0.026115099811747977,42,D,1.551636232943035,8,AT72,14,28,4,158
3175,15,FC18,18,30,36,0.5685032887289109,49,C,0.6682240496994495,18,B733,15,30,9,158
3176,16,FB16,16,32,32,0.04454102834516083,33,B,1.4579108052452847,16,B738,16,32,8,158
3177,17,FA7,7,34,14,0.4111670370122231,29,A,0.8980486684935358,7,DH8D,17,34,4,158
3178,18,FC10,10,36,20,0.5519275414852718,35,C,0.6938935685175901,10,AT72,18,36,5,158
3179,19,FB11,11,38,22,0.10120036813911193,30,B,1.371455744217812,11,B734,19,38,6,158
3180,0,FD0,0,0,0,0.5973033687050362,16,D,0.6551715740126082,0,B735,0,0,0,159
3181,1,FA1,1,2,2,0.6097509799178558,45,A,0.6032101429234914,1,E190,1,2,1,159
3182,2,FD2,2,4,4,0.10945079170603533,33,D,1.4488885210124074,2,A320,2,4,1,159
3183,3,FA3,3,6,6,0.08741840346933538,29,A,1.4105825945616441,3,B763,3,6,2,159
3184,4,FD4,4,8,8,0.0,25,D,1.6269606525034812,4,AT72,4,8,2,159
3185,5,FB5,5,10,10,0.3585058740069942,39,B,0.5337404309139357,5,B744,5,10,3,159
3186,6,FC8,8,12,16,0.2781399248124443,28,C,0.6464718740867504,8,A321,6,12,4,159
3187,7,FB9,9,14,18,0.0,44,B,0.8320269964868784,9,B763,7,14,5,159
3188,8,FC15,15,16,30,0.22244991372712986,34,C,0.696345841454846,15,B738,8,16,8,159
3189,9,FB7,7,18,14,0.22626403952675644,26,B,0.6437692072664429,7,A319,9,18,4,159
3190,10,FA19,19,20,38,0.0,49,A,1.5457057209176863,19,B738,10,20,10,159
3191,11,FB11,11,22,22,0.19772013190934512,44,B,0.6675185089893566,11,AT72,11,22,6,159
3192,12,FA12,12,24,24,0.5204986059884871,48,A,0.7411680479116012,12,B735,12,24,6,159
3193,13,FD18,18,26,36,0.06977111164317318,56,D,1.513445799178611,18,B744,13,26,9,159
3194,14,FC6,6,28,12,0.2189424424035381,23,C,0.6994870063949886,6,A320,14,28,3,159
3195,15,FC14,14,30,28,0.0,49,C,0.895563969123493,14,A320,15,30,7,159
3196,16,FB16,16,32,32,0.08754503870471142,59,B,0.7591871608760699,16,AT43,16,32,8,159
3197,17,FC17,17,34,34,0.10021278423451885,54,C,0.8058170103175111,17,AT43,17,34,9,159
3198,18,FD13,13,36,26,0.49301727395708095,51,D,0.8248409467707812,13,B744,18,36,7,159
3199,19,FA10,10,38,20,0.01636740057888897,51,A,1.5204065362063461,10,DH8D,19,38,5,159
3200,0,FA0,0,0,0,0.6201690777193976,16,A,0.6045700371850112,0,A320,0,0,0,160
